permno,permco,cusip,comnam,namedt,nameenddt,end_date,st_date,siccd,gvkey
86565,16383,01671410,ALLAIRE CORP,1999-01-22,2001-03-20,2001-03-20,1999-01-22,7370,117701
77663,11562,64120N10,NETWORK COMPUTING DEVICES INC,1992-06-05,2001-03-19,2001-03-19,1992-06-05,3570,025342
87486,17532,28234310,EGREETINGS NETWORK INC,1999-12-17,2001-03-19,2001-03-19,1999-12-17,5940,127535
87517,17525,98413B10,XPEDIOR INC,1999-12-16,2001-03-19,2001-03-19,1999-12-16,7370,127486
84306,15224,27924010,ECSOFT GROUP PLC,1996-12-13,2000-01-12,2001-03-16,1996-12-13,7370,064143
19672,12744,N0605M10,HEIDEMIJ NV,1993-12-30,1997-12-22,2001-03-15,1993-12-30,7390,029789
85400,15687,82691810,SIGNATURE EYEWARE INC,1997-09-11,2001-03-15,2001-03-15,1997-09-11,3850,065387
80853,13258,90478910,UNIMARK GROUP INC,1994-08-12,1995-05-31,2001-03-14,1994-08-12,530,030600
11106,9843,26217510,DRUG EMPORIUM INC,1988-06-30,2001-03-14,2001-03-14,1988-06-30,5910,014832
11040,8295,76123230,BIOTHERAPEUTICS INC,1987-01-22,1988-05-18,2001-03-14,1987-01-22,8070,012253
87590,17989,11776S10,B2BSTORES COM INC,2000-02-15,2001-03-14,2001-03-14,2000-02-15,7380,128098
77451,11441,98392210,XIRCOM INC,1992-03-31,2000-07-31,2001-03-13,1992-03-31,3570,025115
87519,17501,15133C50,CENTAUR MINING & EXPLORATION LTD,1999-12-10,2000-08-22,2001-03-13,1999-12-10,3620,220235
86532,16350,57060R10,MERKERT AMERICA CORP,1998-12-16,1999-08-19,2001-03-13,1998-12-16,5140,116773
85887,16015,70415720,PAWNMART INC,1998-03-17,2000-10-29,2001-03-13,1998-03-17,5940,066675
85866,16020,36230D20,CYBERSHOP INTERNATIONAL INC,1998-03-23,1999-08-29,2001-03-13,1998-03-23,7370,066682
83378,14486,89469910,HOUGHTEN PHARMACEUTICALS INC,1996-04-01,1997-04-30,2001-03-13,1996-04-01,8730,062535
85043,15521,85492310,STAR TELECOMMUNICATIONS INC,1997-06-12,2001-03-09,2001-03-09,1997-06-12,4810,064898
12099,9871,90090210,TUSCARORA PLASTICS INC,1988-07-21,1992-07-19,2001-03-09,1988-07-21,3070,014578
83485,14577,09751910,BOLDER TECHNOLOGIES CORP,1996-05-01,2001-03-08,2001-03-08,1996-05-01,3690,062737
82750,14202,83615330,SOURCE MEDIA INC,1995-12-08,2001-03-07,2001-03-07,1995-12-08,4820,060970
86846,16495,89072610,TOPJOBS NET PLC,1999-04-28,2001-03-07,2001-03-07,1999-04-28,7361,120118
79191,56242,L8873E10,STOLT COMEX SEAWAY S A,1993-05-21,2000-05-10,2001-03-06,1993-05-21,1389,028456
86834,16459,58469J10,MEDICONSULT COM INC,1999-04-06,2001-03-06,2001-03-06,1999-04-06,7370,063779
88465,37955,81747610,SERANOVA INC,2000-07-06,2001-03-06,2001-03-06,2000-07-06,7373,137534
78671,56245,L8874210,STOLT TANKERS & TERMIN HLDG SA,1988-06-07,1993-06-23,2001-03-06,1988-06-07,4410,
80163,12785,14068D10,US WATS INC,1994-01-21,2000-05-03,2001-03-05,1994-01-21,4810,024880
77442,11433,93166410,WALKER INTERACTIVE SYSTEMS INC,1992-03-26,2000-07-31,2001-03-05,1992-03-26,7370,025091
80583,13088,04961R10,WESTERN COUNTRY CLUBS INC,1994-05-18,1999-09-06,2001-03-05,1994-05-18,5810,030151
80612,13160,09057C10,BIO PLEXUS INC,1994-06-21,2001-03-05,2001-03-05,1994-06-21,3840,030361
83128,14375,23246210,CYBERCASH INC,1996-02-15,2000-07-31,2001-03-01,1996-02-15,7370,062137
77671,11570,36547610,WHOLESOME AND HEARTY FOODS INC,1992-06-09,1997-10-23,2001-02-28,1992-06-09,2030,025362
86795,35020,00373610,MININGCO COM INC,1999-03-24,1999-05-19,2001-02-28,1999-03-24,7375,119214
88320,37696,M0169010,ACCORD NETWORKS LTD,2000-06-29,2001-02-27,2001-02-27,2000-06-29,3577,137410
86891,16536,29786210,ETOYS INC,1999-05-20,2001-02-26,2001-02-26,1999-05-20,5940,120655
87022,16621,82539P10,SHOWCASE CORP,1999-06-30,2001-02-26,2001-02-26,1999-06-30,7370,121761
10128,8075,25469V10,LA MAN CORP,1986-03-25,1986-04-15,2001-02-23,1986-03-25,3560,013410
81199,13510,45246K10,CALIFORNIA PRO SPORTS INC,1995-01-18,1999-01-03,2001-02-21,1995-01-18,3940,031379
80975,13378,21923C10,ENTERACTIVE INC,1994-10-20,1998-07-06,2001-02-21,1994-10-20,7370,030833
85186,15565,42550V10,HENLEY HEALTHCARE INC,1997-07-01,2001-02-20,2001-02-20,1997-07-01,5040,028109
88268,37532,89490A10,TRAVELNOW COM INC,2000-05-25,2001-02-16,2001-02-16,2000-05-25,8700,
87454,17344,64110N10,NETCREATIONS INC,1999-11-12,2001-02-15,2001-02-15,1999-11-12,7380,126420
79933,12670,00493810,ACTIVE VOICE CORP,1993-12-14,2001-02-14,2001-02-14,1993-12-14,3660,029396
86331,16253,48580810,KASPER A S L LTD,1998-08-07,2001-02-13,2001-02-13,1998-08-07,2330,065126
86538,16356,91839210,V3 SEMICONDUCTOR INC,1998-12-18,2001-02-13,2001-02-13,1998-12-18,3670,030379
81874,13887,49206110,KERAVISION INC,1995-07-28,2001-02-13,2001-02-13,1995-07-28,3840,061086
78645,28806,18490120,JOLT BEVERAGE COMPANY LTD,1987-09-08,1988-05-12,2001-02-13,1987-09-08,2080,015086
81509,13623,78407610,S D L INC,1995-03-16,2001-02-13,2001-02-13,1995-03-16,3670,031620
86266,16239,43785810,HOMETOWN AUTO RETAILERS INC,1998-07-29,2001-02-13,2001-02-13,1998-07-29,5510,112878
83618,14772,03746E10,APACHE MEDICAL SYSTEMS INC,1996-06-28,2001-02-12,2001-02-12,1996-06-28,7370,063162
77710,11595,59514510,MICROTOUCH SYSTEMS INC,1992-06-30,2000-07-31,2001-02-12,1992-06-30,3570,025441
83348,14559,00826M10,AFFINITY TECHNOLOGY GROUP INC,1996-04-26,2001-02-12,2001-02-12,1996-04-26,7370,062702
79168,12148,41586310,HARRYS FARMERS MARKET INC,1993-05-20,2001-02-12,2001-02-12,1993-05-20,5430,028287
79531,12343,M9027810,T V G TECHNOLOGIES LTD,1993-08-13,2001-02-12,2001-02-12,1993-08-13,3570,028832
75483,10149,02629V10,ARKANSAS FREIGHTWAYS CORP,1989-03-30,1993-01-03,2001-02-09,1989-03-30,4210,015302
76772,11057,53219F10,MEDICUS SYSTEMS CORP,1991-08-01,1996-02-29,2001-02-09,1991-08-01,7370,024360
85166,15620,22040610,CORSAIR COMMUNICATION INC,1997-07-30,2000-07-31,2001-02-07,1997-07-30,3660,065175
84099,15014,58393030,MEDI JECT CORP,1996-10-03,1999-01-28,2001-02-06,1996-10-03,3840,063700
79953,12701,13091030,CALL NET ENTERPRISES INC,1993-12-17,2001-02-06,2001-02-06,1993-12-17,4810,025985
87558,17693,87425410,TALISMAN ENTERPRISES INC,2000-01-14,2000-07-31,2001-02-02,2000-01-14,3600,
86879,16538,04962Q10,ATPLAN INC,1999-05-21,2001-02-02,2001-02-02,1999-05-21,7310,120714
84227,15105,49271610,KEVCO INC,1996-11-01,2000-07-31,2001-02-02,1996-11-01,3420,063920
77596,11514,07010710,BASIN EXPLORATION INC,1992-05-13,2001-02-01,2001-02-01,1992-05-13,1310,025240
84628,15382,74342L10,PROMEDCO MANAGEMENT CO,1997-03-12,2001-02-01,2001-02-01,1997-03-12,8010,064537
88376,37743,85568N10,STARTECH ENERGY INC,2000-06-01,2001-01-31,2001-01-31,2000-06-01,1311,030438
87243,17162,54143110,LOISLAW COM INC,1999-09-30,2001-01-31,2001-01-31,1999-09-30,2740,124377
85004,15518,62869010,COMPU DAWN INC,1997-06-11,1999-03-07,2001-01-31,1997-06-11,7370,064880
79271,12212,41766210,HARVEY COMICS ENTERTAINMENT INC,1993-06-18,1994-06-26,2001-01-30,1993-06-18,2710,028461
83791,14831,75601210,REAL GOODS TRADING CORP,1996-07-23,2001-01-29,2001-01-29,1996-07-23,5990,030027
12282,9931,92928610,WAMPLER-LONGACRE-ROCKINGHAM INC,1988-09-12,1988-11-01,2001-01-26,1988-09-12,210,012309
84328,15254,74159710,PRIMEX TECHNOLOGIES INC,1997-01-07,2001-01-26,2001-01-26,1997-01-07,3480,064198
79798,12555,03823610,APPLIED SCIENCE & TECHNOLOGY INC,1993-11-10,2001-01-26,2001-01-26,1993-11-10,3670,029152
87154,16906,01542P10,ALFORD REFRIGERATED WHSES INC,1999-08-23,2001-01-25,2001-01-25,1999-08-23,4220,123134
86994,16596,75156710,RAMP NETWORKS INC,1999-06-22,2001-01-24,2001-01-24,1999-06-22,3900,121561
83678,14764,45810010,INTEG INC,1996-06-26,2001-01-23,2001-01-23,1996-06-26,3840,063140
10726,9710,16514610,CHESAPEAKE BIOLOGICAL LABS INC,1988-03-08,1994-02-09,2001-01-22,1988-03-08,2830,014290
77587,11509,89469230,NETWORK IMAGING CORP,1992-05-11,1998-05-07,2001-01-22,1992-05-11,7370,025225
87237,17141,46070W10,INTERSPEED INC,1999-09-24,2001-01-22,2001-01-22,1999-09-24,3660,124195
85182,15613,M4729810,GALILEO TECHNOLOGY LTD,1997-07-29,1999-02-25,2001-01-19,1997-07-29,3670,065167
85554,15798,73316740,HOTEL DISCOVERY INC,1997-11-17,1998-05-25,2001-01-19,1997-11-17,5810,065858
10863,8745,28444710,ELCOTEL INC,1986-11-18,1992-08-24,2001-01-19,1986-11-18,3660,013442
81247,13546,29492910,EQUUS GAMING CO L P,1999-07-01,2000-07-31,2001-01-19,1995-02-07,7990,061322
81607,13749,20519910,COMPUTER LEARNING CENTERS INC,1995-05-31,2001-01-19,2001-01-19,1995-05-31,8220,031880
87191,16745,90334M10,U S INTERACTIVE INC,1999-08-10,2001-01-19,2001-01-19,1999-08-10,7370,122742
87654,17973,71676K10,PETS COM INC,2000-02-11,2001-01-18,2001-01-18,2000-02-11,5990,129631
87224,17144,09623P10,BLUESTONE SOFTWARE INC,1999-09-24,2001-01-18,2001-01-18,1999-09-24,7370,124177
87232,17124,36519910,GARDEN COM INC,1999-09-16,2001-01-18,2001-01-18,1999-09-16,5960,122736
84219,15123,02261D10,I A CORP I,1996-11-08,1999-09-21,2001-01-18,1996-11-08,7370,063955
86905,16537,66661010,NORTHPOINT COMMUNICATIONS GP INC,1999-05-05,2001-01-16,2001-01-16,1999-05-05,4810,120278
85553,15852,43659810,HOLTS CIGAR HOLDINGS INC,1997-11-25,2001-01-16,2001-01-16,1997-11-25,5990,065913
87157,16693,08989610,BIGSTAR ENTERTAINMENT INC,1999-08-03,2001-01-16,2001-01-16,1999-08-03,5730,122377
81186,13484,92657Q10,VIDEONICS INC,1994-12-16,2000-07-31,2001-01-16,1994-12-16,3670,031204
81903,13888,87921P10,TELCOM SEMICONDUCTOR INC,1995-07-28,2001-01-16,2001-01-16,1995-07-28,3670,061088
83352,14564,04490210,ASIA PACIFIC RESOURCES LTD,1996-04-29,2001-01-16,2001-01-16,1996-04-29,1470,026800
81643,13704,31670010,TEL COM WIRELESS CABLE TV CORP,1995-05-03,1999-03-24,2001-01-12,1995-05-03,4840,031762
87336,17184,72704940,PLANETRX COM INC,1999-10-07,2000-12-03,2001-01-12,1999-10-07,5910,124598
82556,14123,94106P20,BIOSAFE INTERNATIONAL INC,1995-11-14,1997-10-26,2001-01-11,1995-11-14,8710,060825
84121,14995,31723410,FILM ROMAN INC,1996-10-01,2001-01-11,2001-01-11,1996-10-01,7810,063680
80963,13368,18490210,CLEARNET COMMUNICATIONS INC,1994-10-13,2000-04-02,2001-01-11,1994-10-13,4810,030779
81638,13735,72364310,PIONEER COMPANIES INC,1995-05-19,2001-01-11,2001-01-11,1995-05-19,2810,014380
80332,12937,36727810,GASONICS INTERNATIONAL CORP,1994-03-22,2001-01-10,2001-01-10,1994-03-22,3550,029918
86539,16355,05074010,AUDIOHIGHWAY COM,1998-12-18,2001-01-10,2001-01-10,1998-12-18,7375,116827
81176,13495,01643P10,SAINT ANDREWS GOLF CORP,1995-03-01,1998-11-30,2001-01-09,1994-12-21,5940,031232
82588,14122,64551110,NEW HORIZON KIDS QUEST INC,1995-11-14,2001-01-09,2001-01-09,1995-11-14,8350,061547
80753,13200,02665110,AMERICAN HOMESTAR CORP,1994-07-12,2001-01-09,2001-01-09,1994-07-12,2450,030448
80803,13282,12616P10,TARGET TECHNOLOGIES INC NY,1994-08-19,1996-08-21,2001-01-08,1994-08-19,3660,030625
85045,15530,87194210,SYSCOMM INTERNATIONAL CORP,1997-06-17,2000-07-31,2001-01-08,1997-06-17,1730,064919
84251,15148,75305010,RANKIN AUTOMOTIVE GROUP,1996-11-18,2001-01-08,2001-01-08,1996-11-18,5010,064001
83267,14469,36291310,GALAGEN INC,1996-03-27,2001-01-04,2001-01-04,1996-03-27,2830,062488
82732,14177,67442410,OBJECTIVE SYSTEMS INTEGR INC,1995-12-01,1997-01-29,2001-01-04,1995-12-01,7370,061642
81264,13550,17244C20,NICKELODEON THEATER CO INC,1995-02-07,1995-04-06,2001-01-04,1995-02-07,7832,031504
80265,12840,69638510,PROCEPT INC,1994-02-10,1997-10-13,2001-01-03,1994-02-10,2830,029708
79085,12085,29443610,EQUINOX SYSTEMS INC,1993-04-16,2001-01-03,2001-01-03,1993-04-16,3570,028147
11362,9207,57041820,SHOWCASE COSMETICS INC,1987-05-26,1988-11-28,2000-12-29,1987-05-26,5120,013379
85493,15767,71649C10,PETROGLYPH ENERGY INC,1997-10-21,2000-12-29,2000-12-29,1997-10-21,1310,065653
83637,14732,12525K10,C F M TECHNOLOGIES INC,1996-06-18,2000-12-29,2000-12-29,1996-06-18,3550,063066
11373,9218,81311230,SECOM GENERAL CORP,1987-06-02,1990-09-03,2000-12-29,1987-06-02,3640,013616
82863,29142,17252T10,CINRAM LTD,1996-02-08,1999-07-21,2000-12-29,1996-02-08,3690,020309
83780,14829,69432710,PACIFIC GATEWAY EXCHANGE INC,1996-07-19,2000-12-29,2000-12-29,1996-07-19,4810,063296
12195,9909,45322240,IN HOME HEALTH INC,1988-08-15,1998-11-30,2000-12-28,1988-08-15,8080,014809
85501,15727,G7702U10,R S L COMMUNICATIONS LTD,1997-10-01,1999-03-10,2000-12-28,1997-10-01,4810,065512
75657,10263,36238610,G Z A GEOENVIRONMENTAL TECH INC,1989-07-27,2000-07-31,2000-12-28,1989-07-27,8710,016439
87490,17493,34416710,FOGDOG INC,1999-12-09,2000-12-28,2000-12-28,1999-12-09,5940,127275
79379,12288,52171110,DATAWARE TECHNOLOGIES INC,1993-07-20,2000-10-04,2000-12-28,1993-07-20,7370,028618
83739,14816,G2325710,COMMODORE HOLDINGS LTD,1996-07-16,1999-03-14,2000-12-26,1996-07-16,4400,063283
82591,14127,55027410,LUMISYS INC,1995-11-15,2000-12-26,2000-12-26,1995-11-15,3570,061553
86712,29521,10449920,BRADLEES INC,1999-03-05,2000-12-22,2000-12-22,1999-03-05,5300,025767
84414,15288,22211610,COULTER PHARMACEUTICAL INC,1997-01-28,2000-12-22,2000-12-22,1997-01-28,2830,064299
84800,15456,25608A10,DOCDATA N V,1997-05-01,1999-03-14,2000-12-22,1997-05-01,3650,064705
86330,16258,62546D10,JENKON INTERNATIONAL INC,1998-08-11,2000-05-02,2000-12-21,1998-08-11,7371,113224
79201,12157,98913610,ZARING HOMES INC,1993-05-25,1997-05-08,2000-12-20,1993-05-25,1530,028319
86732,16426,70453H10,PCORDER COM INC,1999-02-26,2000-12-20,2000-12-20,1999-02-26,5730,118579
86906,16541,65135910,NEWGEN RESULTS CORP,1999-05-21,2000-12-20,2000-12-20,1999-05-21,7380,120720
87409,17422,69348A10,P N V INC,1999-11-24,2000-12-19,2000-12-19,1999-11-24,4890,126778
77992,11751,87342510,TACO CABANA INC,1992-10-16,2000-12-19,2000-12-19,1992-10-16,5810,025806
81154,8243,37291740,GENZYME CORP,1994-12-16,1999-02-15,2000-12-18,1994-12-16,2836,118653
86970,8243,37291760,GENZYME CORP,1999-06-28,2000-12-18,2000-12-18,1999-06-28,2836,121742
83358,14555,05459C10,AXENT TECHNOLOGIES INC,1996-04-24,2000-12-18,2000-12-18,1996-04-24,7370,062690
83271,14404,42196410,HEALTH SYSTEMS DESIGN CORP,1996-03-05,2000-07-31,2000-12-15,1996-03-05,7370,062314
78879,11943,14888510,CATALYTICA INC,1993-02-09,2000-12-15,2000-12-15,1993-02-09,8730,027793
86152,16165,18690610,CLINICHEM DEVELOPMENT INC,1998-06-29,2000-12-15,2000-12-15,1998-06-29,2830,111719
88261,37525,85285P10,STAN LEE MEDIA INC,2000-05-09,2000-12-15,2000-12-15,2000-05-09,2731,
79205,12129,74730Q10,QUAD SYSTEMS CORP,1993-05-12,1995-02-28,2000-12-15,1993-05-12,3690,028258
87503,17503,61978K10,MOTHERNATURE COM INC,1999-12-10,2000-12-14,2000-12-14,1999-12-10,5490,127382
87305,17301,14964910,CAVION TECHNOLOGIES INC,1999-10-29,2000-01-31,2000-12-14,1999-10-29,5140,125598
77602,11517,63901410,NATURAL WONDERS INC,1992-05-14,2000-12-14,2000-12-14,1992-05-14,5990,025276
86422,16309,74833710,COYOTE NETWORK SYSTEMS INC,1998-11-05,2000-07-30,2000-12-14,1998-11-05,3660,003933
82576,14109,36853810,GELTEX PHARMACEUTICALS INC,1995-11-08,2000-12-13,2000-12-13,1995-11-08,2830,061508
79562,12401,00753U10,ADVANCED MATERIALS GROUP INC,1993-09-13,2000-12-13,2000-12-13,1993-09-13,2450,028483
86069,16098,43735610,HOME STAKE OIL & GAS CO,1998-05-11,2000-12-11,2000-12-11,1998-05-11,1310,106847
87059,16683,21218R10,CONTINUUS SOFTWARE CORP,1999-07-29,1999-07-29,2000-12-08,1999-07-29,7370,122378
85672,15906,00855D10,AGRITOPE INC,1998-01-08,2000-12-08,2000-12-08,1998-01-08,8730,066101
77266,11288,45764D10,CARDIOPULMONICS INC,1992-01-17,1994-04-28,2000-12-07,1992-01-17,3840,024845
81280,13541,87233W10,TECHNICAL CHEMICALS & PRODS INC,1995-02-02,1999-06-30,2000-12-07,1995-02-02,2890,031484
81864,13883,34520620,FORCENERGY GAS EXPLORATION INC,1995-07-28,1996-05-27,2000-12-07,1995-07-28,1310,061084
86318,16271,14066710,CAPROCK COMMUNICATIONS CORP,1998-09-14,1999-05-02,2000-12-07,1998-09-14,1730,064899
85498,15755,45865110,INTERCORP EXCELLE INC,1997-10-10,1999-05-12,2000-12-06,1997-10-10,2030,065585
81018,13385,94402710,WAVEPHORE INC,1994-10-21,1999-06-13,2000-12-06,1994-10-21,3660,030849
84810,15462,43738N10,HOMECOM COMMUNICATIONS INC,1997-05-07,2000-12-06,2000-12-06,1997-05-07,7370,064734
87380,17316,19074R10,COBALT NETWORKS INC,1999-11-05,2000-12-06,2000-12-06,1999-11-05,3570,126005
78713,28908,54090510,INTERNATIONAL BUSINESS SCHLS INC,1989-08-16,1995-10-16,2000-12-06,1989-08-16,8290,018801
84540,15328,92825D10,HEURISTIC DEV GROUP INC,1997-02-11,1999-10-31,2000-12-05,1997-02-11,7370,064369
80372,12912,91727430,UROMED CORP,1994-03-10,1998-05-18,2000-12-05,1994-03-10,3840,029874
84335,15256,87819010,TEARDROP GOLF CO,1996-12-20,2000-12-04,2000-12-04,1996-12-20,3940,064200
11948,9825,88456920,THOMASTON MILLS INC,1988-06-16,2000-12-01,2000-12-01,1988-06-16,2210,010543
88512,38413,21247V10,CONVERGENT GROUP CORP,2000-08-01,2000-12-01,2000-12-01,2000-08-01,7371,138202
86276,16191,46623H10,J P S PACKAGING CO,1998-07-01,2000-12-01,2000-12-01,1998-07-01,2650,111869
11947,9825,88456910,THOMASTON MILLS INC,1988-06-16,2000-12-01,2000-12-01,1988-06-16,2210,010543
85830,15757,00650Q10,HEALTHCORE MEDICAL SOLUTIONS INC,1998-02-12,1999-11-04,2000-12-01,1998-02-12,7290,065698
79391,12301,42839610,HI RISE RECYCLING SYS INC,1993-07-22,2000-07-31,2000-12-01,1993-07-22,5080,028630
81581,13661,75086K10,RAINFOREST CAFE INC,1995-04-07,2000-12-01,2000-12-01,1995-04-07,5810,031700
86894,16499,37369G20,GERALD STEVENS INC,1999-05-03,2000-11-13,2000-12-01,1999-05-03,7380,004783
81765,28041,01566M10,ALGOMA STEEL INC,1995-07-14,2000-11-30,2000-11-30,1995-07-14,3310,001263
82709,14264,M5307010,HOME CENTERS LTD,1995-12-21,2000-11-30,2000-11-30,1995-12-21,5310,062617
87434,7405,26790750,DYNATEC INTERNATIONAL INC,1985-01-29,1990-07-17,2000-11-30,1985-01-29,3660,004123
77222,11254,46057T40,INTERNET COMMUNICATIONS CORP,1991-12-26,1999-06-30,2000-11-29,1991-12-26,4810,023934
87341,17198,76122L10,RESOURCEPHOENIX COM INC,1999-10-14,2000-11-29,2000-11-29,1999-10-14,7300,124681
79027,11747,00438330,ALAMAR BIOSCIENCES INC,1993-03-23,1996-01-01,2000-11-29,1993-03-23,2830,026006
82267,14006,59517M10,MICROWAVE POWER DEVICES INC DE,1995-09-29,2000-11-28,2000-11-28,1995-09-29,3660,061370
80433,12974,09061T70,BIOMUNE SYSTEMS INC,1994-04-06,1997-11-09,2000-11-27,1994-04-06,2830,007826
83415,14552,82280910,SHELLS SEAFOOD RESTAURANTS INC,1996-04-24,2000-11-24,2000-11-24,1996-04-24,5810,062694
77268,11295,29289610,ENGLE HOMES INC,1992-01-21,2000-11-22,2000-11-22,1992-01-21,1520,024849
76041,10395,28233920,EXECUTIVE TELECARD LTD,1989-12-01,1998-09-20,2000-11-21,1989-12-01,3660,019950
83781,14787,71907810,PHOENIX INTERNATIONAL LTD INC,1996-07-02,2000-08-22,2000-11-21,1996-07-02,7370,063200
88361,37732,64042V10,NELVANA LTD,2000-06-01,2000-11-21,2000-11-21,2000-06-01,7812,030221
79298,12239,28619920,ELEPHANT & CASTLE GROUP INC,1993-06-29,2000-03-26,2000-11-21,1993-06-29,5810,028512
76409,10706,69318310,P C C GROUP INC,1990-08-02,1991-03-11,2000-11-20,1990-08-02,7370,011238
78689,26139,M4654410,IDAN SOFTWARE INDUSTRIES ISI LTD,1988-10-31,1997-09-29,2000-11-20,1988-10-31,7370,014915
86936,16552,98974110,ZIPLINK INC,1999-05-26,2000-11-17,2000-11-17,1999-05-26,7380,120825
87001,16604,83402P10,SOFTWARE COM,1999-06-24,2000-11-17,2000-11-17,1999-06-24,7370,121615
84301,15249,24688510,DELIA S INC,1996-12-19,2000-11-17,2000-11-17,1996-12-19,5960,064184
86421,16323,31188910,COMPUTER LITERACY INC,1998-11-20,1999-03-29,2000-11-16,1998-11-20,5990,114958
10531,8442,59109710,GENERAL PARAMETRICS CORP,1986-07-30,1996-04-14,2000-11-16,1986-07-30,3570,012434
84051,15071,03839F10,AQUILA BIOPHARMACEUTICALS INC,1996-10-31,2000-11-16,2000-11-16,1996-10-31,2830,002646
84142,15084,90295630,U S FRANCHISE SYSTEMS INC,1996-10-25,1998-03-31,2000-11-16,1996-10-25,7010,063877
87244,17118,52541P10,LEISURE TIME CASINOS & RESRTS IN,1999-09-17,2000-11-15,2000-11-15,1999-09-17,7990,122901
87411,17386,74879810,QUINTUS CORP,1999-11-16,2000-11-15,2000-11-15,1999-11-16,7370,126459
85884,16019,74016520,PRECEPT BUSINESS SERVICES INC,1998-04-03,1998-12-03,2000-11-15,1998-04-03,5110,107895
79257,12206,25800620,DONNKENNY INC DE,1993-06-17,2000-04-19,2000-11-14,1993-06-17,5130,028450
77483,29467,44924610,INTERTEL COMMUNICATIONS INC,1992-03-19,1993-01-13,2000-11-14,1992-03-19,1311,025053
85461,15733,22563710,CRESCENDO PHARMACEUTICALS CORP,1997-10-01,1999-06-30,2000-11-13,1997-10-01,8520,065420
83732,14793,74257410,PRINTRAK INTERNATIONAL INC,1996-07-02,2000-07-31,2000-11-13,1996-07-02,3570,063201
87516,17516,89675X10,TRITEL INC,1999-12-14,2000-11-13,2000-11-13,1999-12-14,4810,127399
86997,16588,86323910,STREAMLINE COM,1999-06-18,2000-11-10,2000-11-10,1999-06-18,7380,121383
77323,11212,14170630,STANDISH CARE CO,1992-02-06,1996-10-14,2000-11-09,1992-02-06,8360,024707
77325,11330,26632S10,DURA PHARMACEUTICALS INC,1992-02-07,2000-11-09,2000-11-09,1992-02-07,2830,024908
81563,13658,42340210,HELLO DIRECT INC,1995-04-07,2000-11-09,2000-11-09,1995-04-07,5960,031697
85048,15542,74296310,PROFESSIONAL TRANS GROUP LTD,1997-06-20,1999-06-30,2000-11-09,1997-06-20,4730,064956
82719,14182,B5628B10,LERNOUT & HAUSPIE SPCH PRODS NV,1995-12-01,1999-03-21,2000-11-08,1995-12-01,7370,061927
76410,10592,69329350,P D K LABS INC,1990-07-12,1995-07-19,2000-11-08,1990-07-12,2834,022681
87620,17965,57771Q10,MAX INTERNET COMMUNICATIONS INC,2000-02-10,2000-11-07,2000-11-07,2000-02-10,3570,065833
83562,14640,80544420,SAWAKO CORP,1996-05-21,2000-11-07,2000-11-07,1996-05-21,1520,206366
83763,14814,68212M10,4 HEALTH INC,1996-07-16,1998-06-30,2000-11-07,1996-07-16,2830,063262
10963,8836,02690940,AMERICAN INTERNATIONAL PETE CORP,1986-12-17,1993-10-27,2000-11-06,1986-12-17,1380,013259
86181,16091,68372530,OPHIDIAN PHARMACEUTICAL INC,1998-06-15,1999-09-19,2000-11-06,1998-06-15,8730,066726
79707,12491,46591620,IWERKS ENTERTAINMENT INC,1993-10-19,2000-01-17,2000-11-01,1993-10-19,7990,029033
76362,10492,41914140,HAUSER CHEMICAL RESEARCH INC,1990-02-21,1996-12-02,2000-10-31,1990-02-21,2830,020194
84427,15290,14166W10,MEDIRISK INC,1999-06-01,1999-06-10,2000-10-31,1997-01-29,7380,064307
86045,16131,02375810,AMERICAN AIRCARRIERS SUPPORT INC,1998-05-28,2000-10-31,2000-10-31,1998-05-28,5080,110759
10307,8226,60040410,MODULAR TECHNOLOGY INC,1986-05-29,1988-11-01,2000-10-31,1986-05-29,3440,012214
83745,14797,20493810,COMPOSITECH LTD,1996-07-03,2000-07-31,2000-10-31,1996-07-03,3670,063225
81009,13379,83427A10,SOLOMON PAGE GROUP LTD,1994-10-20,2000-10-30,2000-10-30,1994-10-20,7360,030836
83960,14981,77406610,ROCKSHOX INC,1996-09-27,2000-10-30,2000-10-30,1996-09-27,3750,063666
83915,14884,87951U10,TELESPECTRUM WORLDWIDE INC,1996-08-08,2000-10-30,2000-10-30,1996-08-08,7380,063451
84096,15024,51808R10,LASON INC,1996-10-09,2000-10-27,2000-10-27,1996-10-09,7390,063741
83392,14496,55081810,LYCOS INC,1996-04-02,2000-07-31,2000-10-27,1996-04-02,7370,062550
84520,15348,20452H10,COMPLETE WELLNESS CENTERS INC,1997-02-20,1999-01-03,2000-10-27,1997-02-20,8090,064398
78150,11861,15100420,CELEBRITY INC,1992-12-16,1999-02-28,2000-10-27,1992-12-16,5190,026010
85542,15839,24822110,DENALI INC,1997-11-21,2000-10-27,2000-10-27,1997-11-21,7380,065861
85184,15578,40518310,HAGLER BAILLY INC,1997-07-03,2000-10-26,2000-10-26,1997-07-03,8740,065028
80965,13343,20374430,COMMUNITY MEDICAL TRANSPORT INC,1994-10-03,1998-12-06,2000-10-25,1994-10-03,4110,030738
85481,15785,55308N10,M M C NETWORKS INC,1997-10-29,2000-07-31,2000-10-25,1997-10-29,3670,065705
88253,37518,65491910,NOGATECH INC,2000-05-18,2000-10-25,2000-10-25,2000-05-18,3674,135686
